code,best_description,sources_available
P0587,Cruise Control Vent Control Circuit Low,"autoxuga,fieldlogix,gist,klavkarr"
P0588,Cruise Control Vent Control Circuit High,"autoxuga,fieldlogix,gist,klavkarr"
P0589,Cruise Control Multi-Function Input B Circuit,"autoxuga,fieldlogix,gist,klavkarr"
P0590,Cruise Control Multi-Function Input B Circuit Stuck,"autoxuga,fieldlogix,gist,klavkarr"
P0591,Cruise Control Multi-Function Input B Circuit Range/Performance,"autoxuga,fieldlogix,gist,klavkarr"
P0592,Cruise Control Multi-Function Input B Circuit Low,"autoxuga,fieldlogix,gist,klavkarr"
P0593,Cruise Control Multi-Function Input B Circuit High,"autoxuga,fieldlogix,gist,klavkarr"
P0594,Cruise Control Servo Control Circuit / Open,"autoxuga,fieldlogix,gist,klavkarr"
P0595,Cruise Control Servo Control Circuit Low,"autoxuga,fieldlogix,gist,klavkarr"
P0596,Cruise Control Servo Control Circuit High,"autoxuga,fieldlogix,gist,klavkarr"
P0597,Thermostat Heater Control Circuit / Open,"autoxuga,fieldlogix,gist,klavkarr"
P0598,Thermostat Heater Control Circuit Low,"autoxuga,fieldlogix,gist,klavkarr"
P0599,Thermostat Heater Control Circuit High,"autoxuga,fieldlogix,gist,klavkarr"
P059f,Active Grille Air Shutter Performance,fieldlogix
P0600,Serial Communication Link Malfunction,"autoxuga,fieldlogix,gist,klavkarr"
P0601,Internal Control Module Memory Check Sum Error,"autoxuga,fieldlogix,gist,klavkarr"
P0602,Control Module Programming Error,"autoxuga,fieldlogix,gist,klavkarr"
P0603,Internal Control Module Keep Alive Memory (KAM) Error,"autoxuga,fieldlogix,gist,klavkarr"
P0604,Internal Control Module Random Access Memory (RAM) Error,"autoxuga,fieldlogix,gist,klavkarr"
P0605,Internal Control Module Read Only Memory (ROM) Error (Module Identification Defined by SAE J1979),"autoxuga,fieldlogix,gist,klavkarr"
P0606,ECM/PCM Processor Fault,"autoxuga,fieldlogix,gist,klavkarr"
P0607,Control Module Performance,"autoxuga,fieldlogix,gist,klavkarr"
P0608,Control Module VSS Output A Malfunction,"autoxuga,fieldlogix,gist,klavkarr"
P0609,Control Module VSS Output B Malfunction,"autoxuga,fieldlogix,gist,klavkarr"
P0610,Control Module VSS Output B Malfunction,"autoxuga,fieldlogix,gist,klavkarr"
P0611,Fuel Injector Control Module Performance,"autoxuga,fieldlogix,gist,klavkarr"
P0612,Fuel Injector Control Module Relay Control Circuit,"autoxuga,fieldlogix,gist,klavkarr"
P0613,TCM Processor,"autoxuga,fieldlogix,gist,klavkarr"
P0614,ECM / TCM Mismatch,"autoxuga,fieldlogix,gist,klavkarr"
P0615,Starter Relay Circuit,"autoxuga,fieldlogix,gist,klavkarr"
P0616,Starter Relay Circuit Low,"autoxuga,fieldlogix,gist,klavkarr"
P0617,Starter Relay Circuit High,"autoxuga,fieldlogix,gist,klavkarr"
P0618,Alternative Fuel Control Module KAM Error,"autoxuga,fieldlogix,gist,klavkarr"
P0619,Alternative Fuel Control Module RAM/ROM Error,"autoxuga,fieldlogix,gist,klavkarr"
P0620,Generator Control Circuit Malfunction,"autoxuga,fieldlogix,gist,klavkarr"
P0621,Generator Lamp L Control Circuit Malfunction,"autoxuga,fieldlogix,gist,klavkarr"
P0622,Generator Field F Control Circuit Malfunction,"autoxuga,fieldlogix,gist,klavkarr"
P0623,Generator Lamp Control Circuit,"autoxuga,fieldlogix,gist,klavkarr"
P0624,Fuel Cap Lamp Control Circuit,"autoxuga,fieldlogix,gist,klavkarr"
P0625,Generator Field Terminal Circuit Low,"autoxuga,fieldlogix,gist,klavkarr"
P0626,Generator Field Terminal Circuit High,"autoxuga,fieldlogix,gist,klavkarr"
P0627,Fuel Pump A Control Circuit / Open,"autoxuga,fieldlogix,gist,klavkarr"
P0628,Fuel Pump A Control Circuit Low,"autoxuga,fieldlogix,gist,klavkarr"
P0629,Fuel Pump A Control Circuit High,"autoxuga,fieldlogix,gist,klavkarr"
P0630,VIN Not Programmed or Mismatch - ECM/PCM,"autoxuga,fieldlogix,gist,klavkarr"
P0631,VIN Not Programmed or Mismatch - TCM,"autoxuga,fieldlogix,gist,klavkarr"
P0632,Odometer Not Programmed - ECM/PCM,"autoxuga,fieldlogix,gist,klavkarr"
P0633,Immobolizer Key Not Programmed - ECM/PCM,"autoxuga,fieldlogix,gist,klavkarr"
P0634,PCM / ECM / TCM Internal Temperature Too High,"autoxuga,fieldlogix,gist,klavkarr"
P0635,Power Steering Control Circuit,"autoxuga,fieldlogix,gist,klavkarr"
P0636,Power Steering Control Circuit Low,"autoxuga,fieldlogix,gist,klavkarr"
P0637,Power Steering Control Circuit High,"autoxuga,fieldlogix,gist,klavkarr"
P0638,Throttle Actuator Control Range/Performance (Bank 1),"autoxuga,fieldlogix,gist,klavkarr"
P0639,Throttle Actuator Control Range/Performance (Bank 2),"autoxuga,fieldlogix,gist,klavkarr"
P0640,Intake Air Heater Control Circuit,"autoxuga,fieldlogix,gist,klavkarr"
P0641,Sensor Reference Voltage A Circuit/Open,"autoxuga,fieldlogix,gist,klavkarr"
P0642,Sensor Reference Voltage A Circuit Low,"autoxuga,fieldlogix,gist,klavkarr"
P0643,Sensor Reference Voltage A Circuit High,"autoxuga,fieldlogix,gist,klavkarr"
P0644,Driver Display Serial Communication Circuit,"autoxuga,fieldlogix,gist,klavkarr"
P0645,A/C Clutch Relay Control Circuit,"autoxuga,fieldlogix,gist,klavkarr"
P0646,A/C Clutch Relay Control Circuit Low,"autoxuga,fieldlogix,gist,klavkarr"
P0647,A/C Clutch Relay Control Circuit High,"autoxuga,fieldlogix,gist,klavkarr"
P0648,Immobilizer Lamp Control Circuit,"autoxuga,fieldlogix,gist,klavkarr"
P0649,Speed Control Lamp Control Circuit,"autoxuga,fieldlogix,gist,klavkarr"
P0650,Malfunction Indicator Lamp (MIL) Control Circuit Malfunction,"autoxuga,fieldlogix,gist,klavkarr"
P0651,Sensor Reference Voltage B Circuit/Open,"autoxuga,fieldlogix,gist,klavkarr"
P0652,Sensor Reference Voltage B Circuit Low,"autoxuga,fieldlogix,gist,klavkarr"
P0653,Sensor Reference Voltage B Circuit High,"autoxuga,fieldlogix,gist,klavkarr"
P0654,Engine RPM Output Circuit Malfunction,"autoxuga,fieldlogix,gist,klavkarr"
P0655,Engine Hot Lamp Output Control Circuit Malfunction,"autoxuga,fieldlogix,gist,klavkarr"
P0656,Fuel Level Output Circuit Malfunction,"autoxuga,fieldlogix,gist,klavkarr"
P0657,Actuator Supply Voltage Circuit / Open,"autoxuga,fieldlogix,gist,klavkarr"
P0658,Actuator Supply Voltage Circuit Low,"autoxuga,fieldlogix,gist,klavkarr"
P0659,Actuator Supply Voltage Circuit High,"autoxuga,fieldlogix,gist,klavkarr"
P0660,Intake Manifold Tuning Valve Control Circuit (Bank 1),"autoxuga,fieldlogix,gist,klavkarr"
P0661,Intake Manifold Tuning Valve Control Circuit Low (Bank 1),"autoxuga,fieldlogix,gist,klavkarr"
P0662,Intake Manifold Tuning Valve Control Circuit High (Bank 1),"autoxuga,fieldlogix,gist,klavkarr"
P0663,Intake Manifold Tuning Valve Control Circuit (Bank 2),"autoxuga,fieldlogix,gist,klavkarr"
P0664,Intake Manifold Tuning Valve Control Circuit Low (Bank 2),"autoxuga,fieldlogix,gist,klavkarr"
P0665,Intake Manifold Tuning Valve Control Circuit High (Bank 2),"autoxuga,fieldlogix,gist,klavkarr"
P0666,PCM / ECM / TCM Internal Temperature Sensor Circuit,"autoxuga,fieldlogix,gist,klavkarr"
P0667,PCM / ECM / TCM Internal Temperature Sensor Range/Performance,"autoxuga,fieldlogix,gist,klavkarr"
P0668,PCM / ECM / TCM Internal Temperature Sensor Circuit Low,"autoxuga,fieldlogix,gist,klavkarr"
P0669,PCM / ECM / TCM Internal Temperature Sensor Circuit High,"autoxuga,fieldlogix,gist,klavkarr"
P0670,Glow Plug Module Control Circuit More details...,"autoxuga,fieldlogix,gist,klavkarr"
P0671,Cylinder 1 Glow Plug Circuit,"autoxuga,fieldlogix,gist,klavkarr"
P0672,Cylinder 2 Glow Plug Circuit,"autoxuga,fieldlogix,gist,klavkarr"
P0673,Cylinder 3 Glow Plug Circuit,"autoxuga,fieldlogix,gist,klavkarr"
P0674,Cylinder 4 Glow Plug Circuit,"autoxuga,fieldlogix,gist,klavkarr"
P0675,Cylinder 5 Glow Plug Circuit,"autoxuga,fieldlogix,gist,klavkarr"
P0676,Cylinder 6 Glow Plug Circuit,"autoxuga,fieldlogix,gist,klavkarr"
P0677,Cylinder 7 Glow Plug Circuit,"autoxuga,fieldlogix,gist,klavkarr"
P0678,Cylinder 8 Glow Plug Circuit,"autoxuga,fieldlogix,gist,klavkarr"
P0679,Cylinder 9 Glow Plug Circuit,"autoxuga,fieldlogix,gist,klavkarr"
P0680,Cylinder 10 Glow Plug Circuit,"autoxuga,fieldlogix,gist,klavkarr"
P0681,Cylinder 11 Glow Plug Circuit,"autoxuga,fieldlogix,gist,klavkarr"
P0682,Cylinder 12 Glow Plug Circuit,"autoxuga,fieldlogix,gist,klavkarr"
P0683,Glow Plug Control Module to PCM Communication Circuit,"autoxuga,fieldlogix,gist,klavkarr"
P0684,Glow Plug Control Module to PCM Communication Circuit Range/Performance,"autoxuga,fieldlogix,gist,klavkarr"
P0685,ECM/PCM Power Relay Control Circuit/Open,"autoxuga,fieldlogix,gist,klavkarr"
P0686,ECM/PCM Power Relay Control Circuit Low,"autoxuga,fieldlogix,gist,klavkarr"
P0687,ECM/PCM Power Relay Control Circuit High,"autoxuga,fieldlogix,gist,klavkarr"
P0688,ECM/PCM Power Relay Sense Circuit,"autoxuga,fieldlogix,gist,klavkarr"
P0689,ECM/PCM Power Relay Sense Circuit Low,"autoxuga,fieldlogix,gist,klavkarr"
P0690,ECM/PCM Power Relay Sense Circuit High,"autoxuga,fieldlogix,gist,klavkarr"
P0691,Fan 1 Control Circuit Low,"autoxuga,fieldlogix,gist,klavkarr"
P0692,Fan 1 Control Circuit High,"autoxuga,fieldlogix,gist,klavkarr"
P0693,Fan 2 Control Circuit Low,"autoxuga,fieldlogix,gist,klavkarr"
P0694,Fan 2 Control Circuit High,"autoxuga,fieldlogix,gist,klavkarr"
P0695,Fan 3 Control Circuit Low,"autoxuga,fieldlogix,gist,klavkarr"
P0696,Fan 3 Control Circuit High,"autoxuga,fieldlogix,gist,klavkarr"
P0697,Sensor Reference Voltage C Circuit / Open,"autoxuga,fieldlogix,gist,klavkarr"
P0698,Sensor Reference Voltage C Circuit Low,"autoxuga,fieldlogix,gist,klavkarr"
P0699,Sensor Reference Voltage C Circuit High,"autoxuga,fieldlogix,gist,klavkarr"
P069e,Fuel Pump Control Module Requested MIL Illumination,fieldlogix
P0700,Transmission Control System Malfunction,"autoxuga,fieldlogix,gist"
P0701,Transmission Control System Range/Performance,"autoxuga,fieldlogix,gist"
P0702,Transmission Control System Electrical,"autoxuga,fieldlogix,gist"
P0703,Torque Converter/Brake Switch B Circuit Malfunction,"autoxuga,fieldlogix,gist"
P0704,Clutch Switch Input Circuit Malfunction,"autoxuga,fieldlogix,gist"
P0705,Transmission Range Sensor Circuit Malfunction (PRNDL Input),"autoxuga,fieldlogix,gist"
P0706,Transmission Range Sensor Circuit Range/Performance,"autoxuga,fieldlogix,gist"
P0707,Transmission Range Sensor Circuit Low Input,"autoxuga,fieldlogix,gist"
P0708,Transmission Range Sensor Circuit High Input,"autoxuga,fieldlogix,gist"
P0709,Transmission Range Sensor Circuit Intermittent,"autoxuga,fieldlogix,gist"
P0710,Transmission Fluid Temperature Sensor Circuit Malfunction,"autoxuga,fieldlogix,gist"
P0711,Transmission Fluid Temperature Sensor Circuit Range/Performance,"autoxuga,fieldlogix,gist"
P0712,Transmission Fluid Temperature Sensor Circuit Low Input,"autoxuga,fieldlogix,gist"
P0713,Transmission Fluid Temperature Sensor Circuit High Input,"autoxuga,fieldlogix,gist"
P0714,Transmission Fluid Temperature Sensor Circuit Intermittent,"autoxuga,fieldlogix,gist"
P0715,Input/Turbine Speed Sensor Circuit Malfunction,"autoxuga,fieldlogix,gist"
P0716,Input/Turbine Speed Sensor Circuit Range/Performance,"autoxuga,fieldlogix,gist"
P0717,Input/Turbine Speed Sensor Circuit No Signal,"autoxuga,fieldlogix,gist"
P0718,Input/Turbine Speed Sensor Circuit Intermittent,"autoxuga,fieldlogix,gist"
P0719,Torque Converter/Brake Switch B Circuit Low,"autoxuga,fieldlogix,gist"
P0720,Output Speed Sensor Circuit Malfunction,"autoxuga,fieldlogix,gist"
P0721,Output Speed Sensor Circuit Range/Performance,"autoxuga,fieldlogix,gist"
P0722,Output Speed Sensor Circuit No Signal,"autoxuga,fieldlogix,gist"
P0723,Output Speed Sensor Circuit Intermittent,"autoxuga,fieldlogix,gist"
P0724,Torque Converter/Brake Switch B Circuit High,"autoxuga,fieldlogix,gist"
P0725,Engine Speed Input Circuit Malfunction,"autoxuga,fieldlogix,gist"
P0726,Engine Speed Input Circuit Range/Performance,"autoxuga,fieldlogix,gist"
P0727,Engine Speed Input Circuit No Signal,"autoxuga,fieldlogix,gist"
P0728,Engine Speed Input Circuit Intermittent,"autoxuga,fieldlogix,gist"
P0729,Gear 6 Incorrect Ratio,"fieldlogix,gist"
P0730,Incorrect Gear Ratio,"autoxuga,fieldlogix,gist"
P0731,Gear 1 Incorrect Ratio,"autoxuga,fieldlogix,gist"
P0732,Gear 2 Incorrect Ratio,"autoxuga,fieldlogix,gist"
P0733,Gear 3 Incorrect Ratio,"autoxuga,fieldlogix,gist"
P0734,Gear 4 Incorrect Ratio,"autoxuga,fieldlogix,gist"
P0735,Gear 5 Incorrect Ratio,"autoxuga,fieldlogix,gist"
P0736,Reverse Incorrect Ratio,"autoxuga,fieldlogix,gist"
P0737,TCM Engine Speed Output Circuit,"autoxuga,fieldlogix,gist"
P0738,TCM Engine Speed Output Circuit Low,"autoxuga,fieldlogix,gist"
P0739,Timing Reference High Resolution Signal B No Pulses,"autoxuga,fieldlogix,gist"
P0740,Torque Converter Clutch Circuit Malfunction,"autoxuga,fieldlogix,gist"
P0741,Torque Converter Clutch Circuit Performance or Stuck Off,"autoxuga,fieldlogix,gist"
P0742,Torque Converter Clutch Circuit Stuck On,"autoxuga,fieldlogix,gist"
P0743,Torque Converter Clutch Circuit Electrical,"autoxuga,fieldlogix,gist"
P0744,Torque Converter Clutch Circuit Intermittent,"autoxuga,fieldlogix,gist"
P0745,Pressure Control Solenoid Malfunction,"autoxuga,fieldlogix,gist"
P0746,Pressure Control Solenoid Performance or Stuck Off,"autoxuga,fieldlogix,gist"
P0747,Pressure Control Solenoid Stuck On,"autoxuga,fieldlogix,gist"
P0748,Pressure Control Solenoid Electrical,"autoxuga,fieldlogix,gist"
P0749,Pressure Control Solenoid Intermittent,"autoxuga,fieldlogix,gist"
P0750,Shift Solenoid A Malfunction,"autoxuga,fieldlogix,gist"
P0751,Shift Solenoid A Performance or Stuck Off,"autoxuga,fieldlogix,gist"
P0752,Shift Solenoid A Stuck On,"autoxuga,fieldlogix,gist"
P0753,Shift Solenoid A Electrical,"autoxuga,fieldlogix,gist"
P0754,Shift Solenoid A Intermittent,"autoxuga,fieldlogix,gist"
P0755,Shift Solenoid B Malfunction,"autoxuga,fieldlogix,gist"
P0756,Shift Solenoid B Performance or Stuck Off,"autoxuga,fieldlogix,gist"
P0757,Shift Solenoid B Stuck On,"autoxuga,fieldlogix,gist"
P0758,Shift Solenoid B Electrical,"autoxuga,fieldlogix,gist"
P0759,Shift Solenoid B Intermittent,"autoxuga,fieldlogix,gist"
P0760,Shift Solenoid C Malfunction,"autoxuga,fieldlogix,gist"
P0761,Shift Solenoid C Performance or Stuck Off,"autoxuga,fieldlogix,gist"
P0762,Shift Solenoid C Stuck On,"autoxuga,fieldlogix,gist"
P0763,Shift Solenoid C Electrical,"autoxuga,fieldlogix,gist"
P0764,Shift Solenoid C Intermittent,"autoxuga,fieldlogix,gist"
P0765,Shift Solenoid D Malfunction,"autoxuga,fieldlogix,gist"
P0766,Shift Solenoid D Performance or Stuck Off,"autoxuga,fieldlogix,gist"
P0767,Shift Solenoid D Stuck On,"autoxuga,fieldlogix,gist"
P0768,Shift Solenoid D Electrical,"autoxuga,fieldlogix,gist"
P0769,Shift Solenoid D Intermittent,"autoxuga,fieldlogix,gist"
P0770,Shift Solenoid E Malfunction,"autoxuga,fieldlogix,gist"
P0771,Shift Solenoid E Performance or Stuck Off,"autoxuga,fieldlogix,gist"
P0772,Shift Solenoid E Stuck On,"autoxuga,fieldlogix,gist"
P0773,Shift Solenoid E Electrical,"autoxuga,fieldlogix,gist"
P0774,Shift Solenoid E Intermittent,"autoxuga,fieldlogix,gist"
P0775,Pressure Control Solenoid B,"autoxuga,fieldlogix,gist"
P0776,Pressure Control Solenoid B Performance or Stuck off,"autoxuga,fieldlogix,gist"
P0777,Pressure Control Solenoid B Stuck On,"autoxuga,fieldlogix,gist"
P0778,Pressure Control Solenoid B Electrical,"autoxuga,fieldlogix,gist"
P0779,Pressure Control Solenoid B Intermittent,"autoxuga,fieldlogix,gist"
P0780,Shift Malfunction,"autoxuga,fieldlogix,gist"
P0781,1-2 Shift Malfunction,"autoxuga,fieldlogix,gist"
P0782,2-3 Shift Malfunction,"autoxuga,fieldlogix,gist"
P0783,3-4 Shift Malfunction,"autoxuga,fieldlogix,gist"
P0784,4-5 Shift Malfunction,"autoxuga,fieldlogix,gist"
P0785,Shift Timing Solenoid A Malfunction,"autoxuga,fieldlogix,gist"
P0786,Shift Timing Solenoid A Range/Performance,"autoxuga,fieldlogix,gist"
P0787,Shift Timing Solenoid A low,"autoxuga,fieldlogix,gist"
P0788,Shift Timing Solenoid A High,"autoxuga,fieldlogix,gist"
P0789,Shift Timing Solenoid A Intermittent,"autoxuga,fieldlogix,gist"
P0790,Normal/Performance Switch Circuit Malfunction,"autoxuga,fieldlogix,gist"
P0791,Intermediate Shaft Speed Sensor Circuit,"autoxuga,fieldlogix,gist"
P0792,Intermediate Shaft Speed Sensor Circuit Range/Performance,"autoxuga,fieldlogix,gist"
P0793,Intermediate Shaft Speed Sensor Circuit No signal,"autoxuga,fieldlogix,gist"
P0794,Intermediate Shaft Speed Sensor Circuit Intermittent,"autoxuga,fieldlogix,gist"
P0795,Pressure Control Solenoid C,"autoxuga,fieldlogix,gist"
P0796,Pressure Control Solenoid C Performance or Stuck off,"autoxuga,fieldlogix,gist"
P0797,Pressure Control Solenoid C Stuck On,"autoxuga,fieldlogix,gist"
P0798,Pressure Control Solenoid C Electrical,"autoxuga,fieldlogix,gist"
P0799,Pressure Control Solenoid C Intermittent,"autoxuga,fieldlogix,gist"
P0800,Transmission Control System (MIL Request),"autoxuga,fieldlogix,gist,klavkarr"
P0801,Reverse Inhibit Control Circuit Malfunction,"autoxuga,fieldlogix,gist,klavkarr"
P0802,Transmission Control System MIL Request Circuit / Open,"autoxuga,fieldlogix,gist,klavkarr"
P0803,1-4 Upshift (Skip Shift) Solenoid Control Circuit Malfunction,"autoxuga,fieldlogix,gist,klavkarr"
P0804,1-4 Upshift (Skip Shift) Lamp Control Circuit Malfunction,"autoxuga,fieldlogix,gist,klavkarr"
P0805,Clutch Position Sensor Circuit Malfunction,"autoxuga,fieldlogix,gist,klavkarr"
P0806,Clutch Position Sensor Circuit Range/Performance Malfunction,"autoxuga,fieldlogix,gist,klavkarr"
P0807,Clutch Position Sensor Circuit Low Malfunction,"autoxuga,fieldlogix,gist,klavkarr"
P0808,Clutch Position Sensor Circuit High Malfunction,"autoxuga,fieldlogix,gist,klavkarr"
P0809,Clutch Position Sensor Circuit Intermittent Malfunction,"autoxuga,fieldlogix,gist,klavkarr"
P0810,Clutch Position Control Error,"autoxuga,fieldlogix,gist,klavkarr"
P0811,Excessive Clutch Slippage,"autoxuga,fieldlogix,gist,klavkarr"
P0812,Reverse Input Circuit,"autoxuga,fieldlogix,gist,klavkarr"
P0813,Reverse Output Circuit,"autoxuga,fieldlogix,gist,klavkarr"
P0814,Transmission Range Display Circuit,"autoxuga,fieldlogix,gist,klavkarr"
P0815,Upshift Switch Circuit,"autoxuga,fieldlogix,gist,klavkarr"
P0816,Downshift Switch Circuit,"autoxuga,fieldlogix,gist,klavkarr"
P0817,Starter Disable Circuit,"autoxuga,fieldlogix,gist,klavkarr"
P0818,Driveline Disconnect Switch Input Circuit,"autoxuga,fieldlogix,gist,klavkarr"
P0819,Up and Down Shift Switch to Transmission Range Correlation,"autoxuga,fieldlogix,gist,klavkarr"
P0820,Gear Lever X - Y Position Sensor Circuit,"autoxuga,fieldlogix,gist,klavkarr"
P0821,Gear Lever X Position Circuit,"autoxuga,fieldlogix,gist,klavkarr"
P0822,Gear Lever Y Position Circuit,"autoxuga,fieldlogix,gist,klavkarr"
P0823,Gear Lever X Position Circuit Intermittent,"autoxuga,fieldlogix,gist,klavkarr"
P0824,Gear Lever Y Position Circuit Intermittent,"autoxuga,fieldlogix,gist,klavkarr"
P0825,Gear Lever Push - Pull Switch (Shift Anticipate),"autoxuga,fieldlogix,gist,klavkarr"
P0826,Up and Down Switch Input Circuit,"autoxuga,fieldlogix,gist,klavkarr"
P0827,Up and Down Switch Input Circuit Low,"autoxuga,fieldlogix,gist,klavkarr"
P0828,Up and Down Switch Input Circuit High,"autoxuga,fieldlogix,gist,klavkarr"
P0829,5-6 Shift,"autoxuga,fieldlogix,gist,klavkarr"
P0830,Clutch Pedal Switch A Circuit,"autoxuga,fieldlogix,gist,klavkarr"
P0831,Clutch Pedal Switch A Circuit Low,"autoxuga,fieldlogix,gist,klavkarr"
P0832,Clutch Pedal Switch A Circuit High,"autoxuga,fieldlogix,gist,klavkarr"
P0833,Clutch Pedal Switch B Circuit,"autoxuga,fieldlogix,gist,klavkarr"
P0834,Clutch Pedal Switch B Circuit Low,"autoxuga,fieldlogix,gist,klavkarr"
P0835,Clutch Pedal Switch B Circuit High,"autoxuga,fieldlogix,gist,klavkarr"
P0836,Four Wheel Drive (4WD) Switch Circuit,"autoxuga,fieldlogix,gist,klavkarr"
P0837,Four Wheel Drive (4WD) Switch Circuit Range/Performance,"autoxuga,fieldlogix,gist,klavkarr"
P0838,Four Wheel Drive (4WD) Switch Circuit Low,"autoxuga,fieldlogix,gist,klavkarr"
P0839,Four Wheel Drive (4WD) Switch Circuit High,"autoxuga,fieldlogix,gist,klavkarr"
P0840,Transmission Fluid Pressure Sensor/Switch A Circuit,"autoxuga,fieldlogix,gist,klavkarr"
